pv_bus,existing_pv_kw,new_pv_kw,total_pv_kw,pv_bus_vn_kv,existing_load_at_bus_kw,transformer_association,feeder_section,transformer_sn_kva,base_voltage_pu,feeder_distance_km,upstream_r_ohm,upstream_x_ohm,upstream_z_ohm,pv_penetration_ratio,pv_to_transformer_ratio,new_pv_to_transformer_ratio,load_to_transformer_ratio,label
7483,7.9,18.5,26.4,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,26.4,0.176,0.12333333333333334,0.0,SAFE
720,4.3,13.1,17.4,0.24,66.0,T2,Main_720-734,300.0,0.99456,7.0957,4.1795,2.816,5.0396,0.2636363636363636,0.057999999999999996,0.043666666666666666,0.22,SAFE
740,0.0,5.2,5.2,0.24,75.0,T5,Main_735-750,150.0,0.98202,23.0885,14.9212,11.4648,18.8171,0.06933333333333333,0.034666666666666665,0.034666666666666665,0.5,SAFE
724,4.4,9.6,14.0,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,14.0,0.0028,0.0019199999999999998,0.0,SAFE
7693,8.2,18.3,26.5,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,26.5,0.17666666666666667,0.12200000000000001,0.0,SAFE
739,6.4,15.5,21.9,0.24,41.1,T6,Main_735-750,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,0.5328467153284671,0.146,0.10333333333333333,0.274,SAFE
710,0.0,11.0,11.0,0.208,80.0,T17,Branch_701-708,300.0,0.95736,7.0104,4.008,2.9713,4.9893,0.1375,0.03666666666666667,0.03666666666666667,0.26666666666666666,SAFE
6232,0.0,2.5,2.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,2.5,0.008333333333333333,0.008333333333333333,0.0,SAFE
632,2.8,16.7,19.5,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,19.5,0.13,0.11133333333333333,0.0,SAFE
7691,0.0,3.8,3.8,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,3.8,0.025333333333333333,0.025333333333333333,0.0,SAFE
7642,7.5,9.4,16.9,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,16.9,0.11266666666666665,0.06266666666666666,0.0,SAFE
7481,0.0,2.7,2.7,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,2.7,0.018000000000000002,0.018000000000000002,0.0,SAFE
632,0.0,9.6,9.6,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,9.6,0.064,0.064,0.0,SAFE
7122,0.0,11.7,11.7,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,11.7,0.039,0.039,0.0,SAFE
6201,0.0,14.7,14.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,14.7,0.048999999999999995,0.048999999999999995,0.0,SAFE
620,0.0,15.2,15.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,15.2,0.050666666666666665,0.050666666666666665,0.0,SAFE
625,5.9,9.1,15.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,15.0,0.05,0.030333333333333334,0.0,SAFE
632,0.0,18.8,18.8,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,18.8,0.12533333333333332,0.12533333333333332,0.0,SAFE
7392,0.0,1.6,1.6,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,1.6,0.010666666666666668,0.010666666666666668,0.0,SAFE
722,6.8,15.6,22.4,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,22.4,0.00448,0.00312,0.0,SAFE
6321,5.0,8.1,13.1,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,13.1,0.08733333333333333,0.054,0.0,SAFE
6242,7.0,8.1,15.1,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,15.1,0.050333333333333334,0.027,0.0,SAFE
7692,2.1,3.5,5.6,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,5.6,0.03733333333333333,0.023333333333333334,0.0,SAFE
7691,0.0,8.5,8.5,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,8.5,0.056666666666666664,0.056666666666666664,0.0,SAFE
740,9.8,16.9,26.7,0.24,75.0,T5,Main_735-750,150.0,0.98202,23.0885,14.9212,11.4648,18.8171,0.356,0.178,0.11266666666666665,0.5,SAFE
7391,0.0,13.8,13.8,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,13.8,0.092,0.092,0.0,SAFE
7122,0.0,7.6,7.6,0.24,0.0,T18,LV_secondary_T2_T4,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,7.6,0.025333333333333333,0.025333333333333333,0.0,SAFE
716,6.5,1.6,8.1,0.48,15.85,T24(HV),Branch_701-708,300.0,0.97763,0.9144,0.4676,0.2627,0.5363,0.5110410094637224,0.027,0.005333333333333334,0.05283333333333333,SAFE
622,0.0,5.6,5.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,5.6,0.018666666666666665,0.018666666666666665,0.0,SAFE
624,8.8,9.5,18.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,18.3,0.061000000000000006,0.03166666666666667,0.0,SAFE
751,0.0,15.1,15.1,0.48,0.0,T9,other,1500.0,0.9685,34.4789,23.8283,17.6385,29.6463,15.1,0.010066666666666666,0.010066666666666666,0.0,SAFE
743,8.0,11.3,19.3,0.24,240.0,T7,Main_735-750,300.0,0.96367,21.8693,15.052,11.1097,18.708,0.08041666666666666,0.06433333333333334,0.03766666666666667,0.8,SAFE
722,0.0,10.6,10.6,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,10.6,0.00212,0.00212,0.0,SAFE
6202,8.4,12.0,20.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,20.4,0.06799999999999999,0.04,0.0,SAFE
748,0.0,6.7,6.7,0.24,76.88,T8,Main_735-750,150.0,0.95585,27.31,18.8387,13.9267,23.4276,0.08714880332986473,0.04466666666666667,0.04466666666666667,0.5125333333333333,SAFE
7642,0.0,5.2,5.2,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,5.2,0.034666666666666665,0.034666666666666665,0.0,SAFE
632,0.0,11.6,11.6,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,11.6,0.07733333333333334,0.07733333333333334,0.0,SAFE
728,0.0,12.9,12.9,0.24,38.0,T3,Main_720-734,75.0,0.93706,11.5824,7.8923,5.7834,9.7845,0.3394736842105263,0.17200000000000001,0.17200000000000001,0.5066666666666667,SAFE
7482,0.0,1.9,1.9,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,1.9,0.012666666666666666,0.012666666666666666,0.0,SAFE
6242,0.0,15.9,15.9,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,15.9,0.053,0.053,0.0,SAFE
6321,0.0,8.8,8.8,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,8.8,0.05866666666666667,0.05866666666666667,0.0,SAFE
730,0.0,15.3,15.3,0.24,85.0,T23,Main_720-734,300.0,0.94696,11.8872,7.965,5.8252,9.8678,0.18000000000000002,0.051000000000000004,0.051000000000000004,0.2833333333333333,SAFE
740,8.3,6.7,15.0,0.24,75.0,T5,Main_735-750,150.0,0.98202,23.0885,14.9212,11.4648,18.8171,0.2,0.1,0.04466666666666667,0.5,SAFE
632,6.0,11.7,17.7,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,17.7,0.118,0.078,0.0,SAFE
722,0.0,8.4,8.4,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,8.4,0.00168,0.00168,0.0,SAFE
6212,8.6,13.3,21.9,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,21.9,0.073,0.044333333333333336,0.0,SAFE
712,1.5,11.2,12.7,0.24,65.0,T18,Branch_701-708,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,0.19538461538461538,0.042333333333333334,0.03733333333333333,0.21666666666666667,SAFE
6242,0.0,13.8,13.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,13.8,0.046,0.046,0.0,SAFE
708,7.5,4.6,12.1,0.24,75.0,T16,Branch_701-708,300.0,0.95801,6.2484,3.6185,2.8328,4.5954,0.16133333333333333,0.04033333333333333,0.015333333333333332,0.25,SAFE
739,4.0,10.1,14.1,0.24,41.1,T6,Main_735-750,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,0.3430656934306569,0.094,0.06733333333333333,0.274,SAFE
621,0.0,5.0,5.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,5.0,0.016666666666666666,0.016666666666666666,0.0,SAFE
720,9.2,15.2,24.4,0.24,66.0,T2,Main_720-734,300.0,0.99456,7.0957,4.1795,2.816,5.0396,0.3696969696969697,0.08133333333333333,0.050666666666666665,0.22,SAFE
734,0.0,8.5,8.5,0.24,15.85,-,Main_720-734,5000.0,0.90591,17.084,11.7015,8.5933,14.5179,0.5362776025236593,0.0017,0.0017,0.00317,SAFE
6211,0.0,15.7,15.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,15.7,0.05233333333333333,0.05233333333333333,0.0,SAFE
7691,0.0,13.3,13.3,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,13.3,0.08866666666666667,0.08866666666666667,0.0,SAFE
6232,0.0,10.7,10.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,10.7,0.035666666666666666,0.035666666666666666,0.0,SAFE
714,7.9,16.3,24.200000000000003,0.208,240.0,T24,Branch_701-708,30.0,0.99083,0.9144,0.4676,0.2627,0.5363,0.10083333333333334,0.8066666666666668,0.5433333333333333,8.0,SAFE
6202,0.0,18.4,18.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.0957,4.1795,2.816,5.0396,18.4,0.06133333333333333,0.06133333333333333,0.0,SAFE
6262,7.7,1.9,9.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,9.6,0.032,0.006333333333333333,0.0,SAFE
622,6.2,6.0,12.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,12.2,0.04066666666666666,0.02,0.0,SAFE
6321,0.0,6.6,6.6,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,6.6,0.044,0.044,0.0,SAFE
743,5.5,8.2,13.7,0.24,240.0,T7,Main_735-750,300.0,0.96367,21.8693,15.052,11.1097,18.708,0.05708333333333333,0.04566666666666666,0.02733333333333333,0.8,SAFE
6221,9.7,5.9,15.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,15.6,0.052,0.01966666666666667,0.0,SAFE
7481,4.2,9.8,14.0,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,14.0,0.09333333333333334,0.06533333333333334,0.0,SAFE
722,0.0,14.7,14.7,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,14.7,0.00294,0.00294,0.0,SAFE
7692,5.7,19.8,25.5,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,25.5,0.17,0.132,0.0,SAFE
708,7.9,19.0,26.9,0.24,75.0,T16,Branch_701-708,300.0,0.95801,6.2484,3.6185,2.8328,4.5954,0.35866666666666663,0.08966666666666666,0.06333333333333334,0.25,SAFE
6262,0.0,3.6,3.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,3.6,0.012,0.012,0.0,SAFE
633,0.0,14.4,14.4,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,14.4,0.096,0.096,0.0,SAFE
7483,0.0,9.7,9.7,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,9.7,0.06466666666666666,0.06466666666666666,0.0,SAFE
7393,0.0,13.5,13.5,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,13.5,0.09,0.09,0.0,SAFE
7691,0.0,11.5,11.5,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,11.5,0.07666666666666666,0.07666666666666666,0.0,SAFE
7643,0.0,14.7,14.7,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,14.7,0.09799999999999999,0.09799999999999999,0.0,SAFE
769,7.1,1.3,8.4,0.24,41.0,T22,Delta_766-772,150.0,0.95405,44.5068,31.369,22.8385,38.8022,0.20487804878048782,0.056,0.008666666666666666,0.2733333333333333,SAFE
728,0.0,3.0,3.0,0.24,38.0,T3,Main_720-734,75.0,0.93706,11.5824,7.8923,5.7834,9.7845,0.07894736842105263,0.04,0.04,0.5066666666666667,SAFE
724,0.0,5.6,5.6,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,5.6,0.00112,0.00112,0.0,SAFE
756,0.0,16.5,16.5,0.208,155.0,T11,Branch_752-765,300.0,0.93609,39.8129,27.5407,20.4003,34.2734,0.1064516129032258,0.055,0.055,0.5166666666666667,SAFE
6252,5.1,2.5,7.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,7.6,0.025333333333333333,0.008333333333333333,0.0,SAFE
751,0.0,19.8,19.8,0.48,0.0,T9,other,1500.0,0.9685,34.4789,23.8283,17.6385,29.6463,19.8,0.0132,0.0132,0.0,SAFE
710,7.8,13.4,21.2,0.208,80.0,T17,Branch_701-708,300.0,0.95736,7.0104,4.008,2.9713,4.9893,0.265,0.07066666666666667,0.04466666666666667,0.26666666666666666,SAFE
712,0.0,8.7,8.7,0.24,65.0,T18,Branch_701-708,300.0,0.95826,7.7724,4.5565,3.3703,5.6675,0.13384615384615384,0.028999999999999998,0.028999999999999998,0.21666666666666667,SAFE
7392,0.0,2.1,2.1,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,2.1,0.014,0.014,0.0,SAFE
726,6.8,2.6,9.4,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,9.4,0.0018800000000000002,0.0005200000000000001,0.0,SAFE
6212,1.9,11.8,13.700000000000001,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,13.700000000000001,0.04566666666666667,0.03933333333333334,0.0,SAFE
7643,0.0,18.5,18.5,0.24,0.0,T14,LV_secondary_T2_T4,150.0,0.9365,42.617,29.4074,21.7473,36.5751,18.5,0.12333333333333334,0.12333333333333334,0.0,SAFE
7392,7.2,6.2,13.4,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,13.4,0.08933333333333333,0.04133333333333333,0.0,SAFE
764,0.0,18.1,18.1,0.24,46.0,T14,Branch_752-765,150.0,0.9365,42.617,29.4074,21.7473,36.5751,0.3934782608695652,0.12066666666666667,0.12066666666666667,0.30666666666666664,SAFE
624,1.1,4.4,5.5,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,5.5,0.018333333333333333,0.014666666666666668,0.0,SAFE
734,7.4,12.2,19.6,0.24,15.85,-,Main_720-734,5000.0,0.90591,17.084,11.7015,8.5933,14.5179,1.2365930599369086,0.00392,0.00244,0.00317,SAFE
6252,0.0,18.6,18.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,18.6,0.062000000000000006,0.062000000000000006,0.0,SAFE
748,7.1,11.8,18.9,0.24,76.88,T8,Main_735-750,150.0,0.95585,27.31,18.8387,13.9267,23.4276,0.245837669094693,0.126,0.07866666666666668,0.5125333333333333,SAFE
7692,2.3,7.3,9.6,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,9.6,0.064,0.048666666666666664,0.0,SAFE
710,1.5,10.5,12.0,0.208,80.0,T17,Branch_701-708,300.0,0.95736,7.0104,4.008,2.9713,4.9893,0.15,0.04,0.035,0.26666666666666666,SAFE
6331,0.0,5.4,5.4,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,5.4,0.036000000000000004,0.036000000000000004,0.0,SAFE
6252,0.0,19.4,19.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,19.4,0.06466666666666666,0.06466666666666666,0.0,SAFE
762,0.0,15.9,15.9,0.48,45.0,T13,Branch_752-765,150.0,0.93629,42.0074,28.9831,21.4317,36.0463,0.35333333333333333,0.106,0.106,0.3,SAFE
743,4.9,7.8,12.7,0.24,240.0,T7,Main_735-750,300.0,0.96367,21.8693,15.052,11.1097,18.708,0.05291666666666666,0.042333333333333334,0.026,0.8,SAFE
6242,0.0,2.6,2.6,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,2.6,0.008666666666666666,0.008666666666666666,0.0,SAFE
751,0.0,14.5,14.5,0.48,0.0,T9,other,1500.0,0.9685,34.4789,23.8283,17.6385,29.6463,14.5,0.009666666666666667,0.009666666666666667,0.0,SAFE
724,2.4,8.2,10.6,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1414,4.1987,2.8231,5.0595,10.6,0.00212,0.00164,0.0,SAFE
6251,0.0,7.0,7.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,7.0,0.023333333333333334,0.023333333333333334,0.0,SAFE
762,0.0,2.9,2.9,0.48,45.0,T13,Branch_752-765,150.0,0.93629,42.0074,28.9831,21.4317,36.0463,0.06444444444444444,0.019333333333333334,0.019333333333333334,0.3,SAFE
6331,0.0,9.5,9.5,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,9.5,0.06333333333333334,0.06333333333333334,0.0,SAFE
6262,0.0,3.0,3.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,3.0,0.01,0.01,0.0,SAFE
7693,0.0,2.8,2.8,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,2.8,0.018666666666666665,0.018666666666666665,0.0,SAFE
6262,0.0,8.4,8.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,8.4,0.028,0.028,0.0,SAFE
751,0.0,11.9,11.9,0.48,0.0,T9,other,1500.0,0.9685,34.4789,23.8283,17.6385,29.6463,11.9,0.007933333333333334,0.007933333333333334,0.0,SAFE
6242,0.0,4.2,4.2,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,4.2,0.014,0.014,0.0,SAFE
762,0.0,10.4,10.4,0.48,45.0,T13,Branch_752-765,150.0,0.93629,42.0074,28.9831,21.4317,36.0463,0.23111111111111113,0.06933333333333333,0.06933333333333333,0.3,SAFE
6331,0.0,6.2,6.2,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,6.2,0.04133333333333333,0.04133333333333333,0.0,SAFE
708,7.5,7.9,15.4,0.24,75.0,T16,Branch_701-708,300.0,0.95801,6.2484,3.6185,2.8328,4.5954,0.20533333333333334,0.051333333333333335,0.026333333333333334,0.25,SAFE
7482,0.0,12.3,12.3,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,12.3,0.082,0.082,0.0,SAFE
715,0.0,3.6,3.6,0.208,0.0,-,Branch_701-708,5000.0,0.99083,0.9144,0.4676,0.2627,0.5363,3.6,0.00072,0.00072,0.0,SAFE
6252,0.0,7.3,7.3,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,7.3,0.024333333333333332,0.024333333333333332,0.0,SAFE
6212,0.0,9.4,9.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,9.4,0.03133333333333333,0.03133333333333333,0.0,SAFE
722,0.0,6.7,6.7,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.1872,4.2178,2.8303,5.0794,6.7,0.00134,0.00134,0.0,SAFE
733,0.0,10.1,10.1,0.24,0.0,-,Main_720-734,5000.0,0.91348,17.0383,11.6797,8.589,14.4978,10.1,0.00202,0.00202,0.0,SAFE
7481,3.9,19.4,23.299999999999997,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,23.299999999999997,0.15533333333333332,0.12933333333333333,0.0,SAFE
764,0.0,16.5,16.5,0.24,46.0,T14,Branch_752-765,150.0,0.9365,42.617,29.4074,21.7473,36.5751,0.358695652173913,0.11,0.11,0.30666666666666664,SAFE
716,0.0,18.7,18.7,0.48,15.85,T24(HV),Branch_701-708,300.0,0.97763,0.9144,0.4676,0.2627,0.5363,1.1798107255520505,0.06233333333333333,0.06233333333333333,0.05283333333333333,SAFE
7692,1.2,4.4,5.6000000000000005,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,5.6000000000000005,0.037333333333333336,0.029333333333333336,0.0,SAFE
7391,0.0,18.9,18.9,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,18.9,0.126,0.126,0.0,SAFE
770,0.0,16.8,16.8,0.24,450.0,T15,Delta_766-772,1500.0,0.95059,44.5068,31.369,22.8385,38.8022,0.037333333333333336,0.0112,0.0112,0.3,SAFE
6262,0.0,13.8,13.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,13.8,0.046,0.046,0.0,SAFE
772,0.0,5.6,5.6,0.208,100.0,T19,Delta_766-772,300.0,0.93424,43.184,29.887,22.1458,37.1977,0.055999999999999994,0.018666666666666665,0.018666666666666665,0.3333333333333333,SAFE
6322,0.0,16.0,16.0,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,16.0,0.10666666666666667,0.10666666666666667,0.0,SAFE
7393,0.0,12.1,12.1,0.24,0.0,T6,LV_secondary_T2_T4,150.0,0.98477,24.6125,15.6519,11.8507,19.6321,12.1,0.08066666666666666,0.08066666666666666,0.0,SAFE
6321,4.2,11.3,15.5,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.92105,16.9926,11.6578,8.5847,14.4776,15.5,0.10333333333333333,0.07533333333333334,0.0,SAFE
7691,2.0,12.3,14.3,0.24,0.0,T22,LV_secondary_T2_T4,150.0,0.95405,44.5068,31.369,22.8385,38.8022,14.3,0.09533333333333334,0.082,0.0,SAFE
751,0.0,13.5,13.5,0.48,0.0,T9,other,1500.0,0.9685,34.4789,23.8283,17.6385,29.6463,13.5,0.009,0.009,0.0,SAFE
625,0.0,11.7,11.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,11.7,0.039,0.039,0.0,SAFE
6261,0.0,19.4,19.4,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,19.4,0.06466666666666666,0.06466666666666666,0.0,SAFE
6331,0.0,3.0,3.0,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,3.0,0.02,0.02,0.0,SAFE
740,0.0,10.7,10.7,0.24,75.0,T5,Main_735-750,150.0,0.98202,23.0885,14.9212,11.4648,18.8171,0.14266666666666666,0.07133333333333333,0.07133333333333333,0.5,SAFE
740,0.0,9.5,9.5,0.24,75.0,T5,Main_735-750,150.0,0.98202,23.0885,14.9212,11.4648,18.8171,0.12666666666666668,0.06333333333333334,0.06333333333333334,0.5,SAFE
7483,5.3,3.9,9.2,0.24,0.0,T8,LV_secondary_T2_T4,150.0,0.95585,27.31,18.8387,13.9267,23.4276,9.2,0.06133333333333333,0.026,0.0,SAFE
770,2.0,8.9,10.9,0.24,450.0,T15,Delta_766-772,1500.0,0.95059,44.5068,31.369,22.8385,38.8022,0.02422222222222222,0.007266666666666667,0.005933333333333334,0.3,SAFE
723,0.0,7.6,7.6,0.24,0.0,-,Main_720-734,5000.0,0.99456,7.2329,4.237,2.8374,5.0993,7.6,0.0015199999999999999,0.0015199999999999999,0.0,SAFE
734,0.0,10.9,10.9,0.24,15.85,-,Main_720-734,5000.0,0.90591,17.084,11.7015,8.5933,14.5179,0.6876971608832808,0.00218,0.00218,0.00317,SAFE
714,3.9,9.3,13.200000000000001,0.208,240.0,T24,Branch_701-708,30.0,0.99083,0.9144,0.4676,0.2627,0.5363,0.05500000000000001,0.44000000000000006,0.31,8.0,SAFE
772,1.2,1.8,3.0,0.208,100.0,T19,Delta_766-772,300.0,0.93424,43.184,29.887,22.1458,37.1977,0.03,0.01,0.006,0.3333333333333333,SAFE
6221,2.5,13.3,15.8,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1872,4.2178,2.8303,5.0794,15.8,0.05266666666666667,0.044333333333333336,0.0,SAFE
751,0.0,10.8,10.8,0.48,0.0,T9,other,1500.0,0.9685,34.4789,23.8283,17.6385,29.6463,10.8,0.007200000000000001,0.007200000000000001,0.0,SAFE
6212,3.1,11.6,14.7,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.1414,4.1987,2.8231,5.0595,14.7,0.048999999999999995,0.03866666666666667,0.0,SAFE
6261,0.0,13.0,13.0,0.24,0.0,T2,LV_secondary_T2_T4,300.0,0.99456,7.2329,4.237,2.8374,5.0993,13.0,0.043333333333333335,0.043333333333333335,0.0,SAFE
6331,8.9,8.5,17.4,0.24,0.0,T4,LV_secondary_T2_T4,150.0,0.91348,17.0383,11.6797,8.589,14.4978,17.4,0.11599999999999999,0.056666666666666664,0.0,SAFE
