pv_bus,pv_bus_vn_kv,existing_pv_kw,new_pv_kw,total_pv_kw,existing_load_at_bus_kw,pv_penetration_ratio,transformer_association,feeder_section,label,constraint_type,delta_pv_bus_voltage_pu,pv_max_voltage_pu,pv_max_transformer_loading_pct,reverse_power_flow
716,0.48,0,178,178,15.85,11.230283911671924,T24(HV),Branch_701-708,CONSTRAINED,voltage,0.09023,1.06787,507.32,0
740,0.24,0,237,237,75.0,3.16,T5,Main_735-750,CONSTRAINED,transformer_loading,0.0194,1.00782,110.32,1
722,0.24,14,170,184,0.0,184.0,-,Main_720-734,CONSTRAINED,voltage,0.10448,1.10876,92.57,1
6331,0.24,15,167,182,0.0,182.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.07467,1.00697,94.36,1
720,0.24,12,205,217,66.0,3.287878787878788,T2,Main_720-734,CAUTION,caution,0.0064,1.00677,92.48,1
625,0.24,10,144,154,0.0,154.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.0903,1.09183,92.6,1
6202,0.24,0,34,34,0.0,34.0,T2,LV_secondary_T2_T4,SAFE,none,0.00109,1.0056,92.75,0
7483,0.24,0,48,48,0.0,48.0,T8,LV_secondary_T2_T4,SAFE,none,0.00481,1.00599,92.56,0
722,0.24,0,236,236,0.0,236.0,-,Main_720-734,CONSTRAINED,voltage,0.14234,1.13691,92.53,1
756,0.208,0,189,189,155.0,1.2193548387096773,T11,Branch_752-765,CAUTION,caution,0.02011,1.00805,92.3,1
739,0.24,0,157,157,41.1,3.8199513381995134,T6,Main_735-750,CAUTION,caution,0.0131,1.00702,92.4,1
626,0.24,8,74,82,0.0,82.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06992,1.0727,92.69,1
721,0.24,0,197,197,0.0,197.0,-,Main_720-734,CONSTRAINED,voltage,0.06693,1.0615,92.54,1
6252,0.24,0,243,243,0.0,243.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.14603,1.14059,92.52,1
633,0.24,7,94,101,0.0,101.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.04394,1.00633,92.47,1
762,0.48,0,128,128,45.0,2.8444444444444446,T13,Branch_752-765,CAUTION,caution,0.01595,1.00718,92.38,1
7121,0.24,0,62,62,0.0,62.0,T18,LV_secondary_T2_T4,SAFE,none,0.0027,1.00572,92.76,0
723,0.24,7,172,179,0.0,179.0,-,Main_720-734,CONSTRAINED,voltage,0.1503,1.15206,92.6,1
7391,0.24,13,144,157,0.0,157.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.01198,1.00702,92.4,1
632,0.24,0,197,197,0.0,197.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01426,1.00724,111.81,1
724,0.24,4,111,115,0.0,115.0,-,Main_720-734,CAUTION,caution,0.0388,1.03484,92.64,1
7692,0.24,0,14,14,0.0,14.0,T22,LV_secondary_T2_T4,SAFE,none,0.00222,1.00559,92.72,0
6321,0.24,0,195,195,0.0,195.0,T4,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01412,1.00722,110.41,1
7692,0.24,6,43,49,0.0,49.0,T22,LV_secondary_T2_T4,SAFE,none,0.00671,1.00614,92.52,0
723,0.24,4,16,20,0.0,20.0,-,Main_720-734,SAFE,none,0.01614,1.01483,92.77,0
6251,0.24,0,127,127,0.0,127.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08153,1.0761,92.63,1
732,0.24,0,69,69,25.4,2.716535433070866,T4,Main_720-734,CAUTION,caution,0.00515,1.00606,92.54,1
732,0.24,0,97,97,25.4,3.818897637795276,T4,Main_720-734,CAUTION,caution,0.00719,1.00633,92.47,1
708,0.24,0,231,231,75.0,3.08,T16,Branch_701-708,CAUTION,caution,0.00835,1.00661,92.64,1
740,0.24,13,89,102,75.0,1.36,T5,Main_735-750,CAUTION,caution,0.00749,1.00648,92.45,1
732,0.24,0,78,78,25.4,3.070866141732284,T4,Main_720-734,CAUTION,caution,0.00581,1.00615,92.51,1
7392,0.24,0,40,40,0.0,40.0,T6,LV_secondary_T2_T4,SAFE,none,0.00343,1.00581,92.63,0
712,0.24,12,176,188,65.0,2.8923076923076922,T18,Branch_701-708,CAUTION,caution,0.00747,1.00639,92.67,1
7481,0.24,0,168,168,0.0,168.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.01635,1.00743,92.36,1
7483,0.24,14,202,216,0.0,216.0,T8,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.01936,1.00796,100.05,1
7641,0.24,0,19,19,0.0,19.0,T14,LV_secondary_T2_T4,SAFE,none,0.00246,1.00565,92.7,0
7643,0.24,0,30,30,0.0,30.0,T14,LV_secondary_T2_T4,SAFE,none,0.00387,1.00581,92.64,0
770,0.24,0,112,112,450.0,0.24888888888888888,T15,Delta_766-772,SAFE,none,0.01392,1.00714,92.39,0
751,0.48,0,13,13,0.0,13.0,T9,other,SAFE,none,0.00095,1.00553,92.74,0
6212,0.24,0,248,248,0.0,248.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.08279,1.07736,92.48,1
772,0.208,3,88,91,100.0,0.91,T19,Delta_766-772,SAFE,none,0.00948,1.0067,92.43,0
625,0.24,4,229,233,0.0,233.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.13796,1.13533,92.53,1
712,0.24,0,162,162,65.0,2.4923076923076923,T18,Branch_701-708,CAUTION,caution,0.00693,1.00626,92.68,1
6242,0.24,14,83,97,0.0,97.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.0291,1.02877,92.66,1
6242,0.24,0,110,110,0.0,110.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.03859,1.03316,92.64,1
772,0.208,0,160,160,100.0,1.6,T19,Delta_766-772,CAUTION,caution,0.01698,1.00766,92.34,1
720,0.24,9,232,241,66.0,3.6515151515151514,T2,Main_720-734,CAUTION,caution,0.00722,1.00692,92.44,1
728,0.24,0,7,7,38.0,0.18421052631578946,T3,Main_720-734,SAFE,none,0.00139,1.00543,92.78,0
7643,0.24,0,89,89,0.0,89.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.01128,1.00665,92.44,1
6331,0.24,0,130,130,0.0,130.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.06011,1.00657,92.44,1
743,0.24,0,245,245,240.0,1.0208333333333333,T7,Main_735-750,SAFE,none,0.01666,1.00824,92.28,0
724,0.24,12,180,192,0.0,192.0,-,Main_720-734,CONSTRAINED,voltage,0.06097,1.05992,92.54,1
7693,0.24,0,108,108,0.0,108.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.01656,1.00703,92.4,1
633,0.24,0,75,75,0.0,75.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.03569,1.0061,92.53,1
6242,0.24,0,210,210,0.0,210.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07103,1.0656,92.52,1
7641,0.24,0,15,15,0.0,15.0,T14,LV_secondary_T2_T4,SAFE,none,0.00194,1.00559,92.72,0
722,0.24,0,184,184,0.0,184.0,-,Main_720-734,CONSTRAINED,voltage,0.11419,1.10876,92.57,1
6201,0.24,0,199,199,0.0,199.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00625,1.00666,92.5,1
7692,0.24,0,18,18,0.0,18.0,T22,LV_secondary_T2_T4,SAFE,none,0.00284,1.00566,92.7,0
712,0.24,0,134,134,65.0,2.0615384615384613,T18,Branch_701-708,CAUTION,caution,0.00576,1.00612,92.7,1
7392,0.24,0,104,104,0.0,104.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.00878,1.00648,92.45,1
6321,0.24,8,74,82,0.0,82.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.00549,1.00619,92.49,1
7122,0.24,8,144,152,0.0,152.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00616,1.00621,92.69,1
751,0.48,0,81,81,0.0,81.0,T9,other,SAFE,none,0.00587,1.00636,92.47,0
6202,0.24,4,40,44,0.0,44.0,T2,LV_secondary_T2_T4,SAFE,none,0.00129,1.00567,92.73,0
6221,0.24,0,116,116,0.0,116.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07499,1.06955,92.65,1
620,0.24,12,105,117,0.0,117.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00333,1.00615,92.62,1
6232,0.24,0,106,106,0.0,106.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.09887,1.09344,92.67,1
7483,0.24,0,98,98,0.0,98.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.0097,1.0066,92.44,1
6231,0.24,0,184,184,0.0,184.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.1613,1.15586,92.59,1
710,0.208,5,45,50,80.0,0.625,T17,Branch_701-708,SAFE,none,0.0018,1.00566,92.76,0
624,0.24,4,136,140,0.0,140.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.0471,1.04313,92.61,1
6331,0.24,0,30,30,0.0,30.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.01464,1.00567,92.69,1
724,0.24,0,180,180,0.0,180.0,-,Main_720-734,CONSTRAINED,voltage,0.06153,1.0561,92.56,1
622,0.24,0,22,22,0.0,22.0,T2,LV_secondary_T2_T4,SAFE,none,0.01517,1.00974,92.77,0
708,0.24,0,158,158,75.0,2.1066666666666665,T16,Branch_701-708,CAUTION,caution,0.00579,1.00625,92.69,1
6212,0.24,0,174,174,0.0,174.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.05961,1.05418,92.56,1
723,0.24,11,61,72,0.0,72.0,-,Main_720-734,CONSTRAINED,voltage,0.05799,1.06381,92.7,0
728,0.24,0,162,162,38.0,4.2631578947368425,T3,Main_720-734,CONSTRAINED,transformer_loading,0.03027,1.00662,174.08,1
708,0.24,0,201,201,75.0,2.68,T16,Branch_701-708,CAUTION,caution,0.00731,1.00646,92.66,1
770,0.24,0,143,143,450.0,0.31777777777777777,T15,Delta_766-772,SAFE,none,0.01765,1.00761,92.34,0
624,0.24,0,168,168,0.0,168.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.05768,1.05225,92.57,1
6212,0.24,0,115,115,0.0,115.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.04027,1.03484,92.64,1
6231,0.24,0,155,155,0.0,155.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.13889,1.13346,92.62,1
7392,0.24,0,65,65,0.0,65.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.00554,1.00607,92.53,1
743,0.24,0,54,54,240.0,0.225,T7,Main_735-750,SAFE,none,0.0038,1.00603,92.5,0
621,0.24,0,189,189,0.0,189.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.0644,1.05897,92.55,1
712,0.24,0,196,196,65.0,3.0153846153846153,T18,Branch_701-708,CAUTION,caution,0.00833,1.00643,92.66,1
7693,0.24,0,61,61,0.0,61.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.0095,1.00633,92.47,1
6212,0.24,0,8,8,0.0,8.0,T2,LV_secondary_T2_T4,SAFE,none,0.00292,1.00542,92.79,0
7693,0.24,0,77,77,0.0,77.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.01193,1.00657,92.44,1
770,0.24,6,226,232,450.0,0.5155555555555555,T15,Delta_766-772,SAFE,none,0.02732,1.0089,92.22,0
622,0.24,0,191,191,0.0,191.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.11807,1.11264,92.57,1
721,0.24,8,140,148,0.0,148.0,-,Main_720-734,CAUTION,caution,0.04826,1.04575,92.6,1
740,0.24,10,44,54,75.0,0.72,T5,Main_735-750,SAFE,none,0.00375,1.00597,92.57,0
7121,0.24,3,111,114,0.0,114.0,T18,LV_secondary_T2_T4,CAUTION,caution,0.00479,1.00601,92.72,1
621,0.24,0,125,125,0.0,125.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.0436,1.03817,92.62,1
6252,0.24,0,66,66,0.0,66.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.0441,1.03866,92.71,0
724,0.24,0,62,62,0.0,62.0,-,Main_720-734,SAFE,none,0.02217,1.01673,92.71,0
7642,0.24,11,180,191,0.0,191.0,T14,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.0221,1.008,102.15,1
726,0.24,0,167,167,0.0,167.0,-,Main_720-734,CONSTRAINED,voltage,0.14827,1.14284,92.61,1
6261,0.24,0,143,143,0.0,143.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.12935,1.12392,92.63,1
756,0.208,10,34,44,155.0,0.2838709677419355,T11,Branch_752-765,SAFE,none,0.00374,1.00603,92.56,0
734,0.24,0,185,185,15.85,11.67192429022082,-,Main_720-734,CONSTRAINED,voltage,0.1465,1.05243,92.41,1
7642,0.24,0,45,45,0.0,45.0,T14,LV_secondary_T2_T4,SAFE,none,0.00578,1.00603,92.55,0
721,0.24,11,11,22,0.0,22.0,-,Main_720-734,SAFE,none,0.00398,1.00551,92.77,0
633,0.24,0,55,55,0.0,55.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.02646,1.00592,92.6,1
710,0.208,0,129,129,80.0,1.6125,T17,Branch_701-708,CAUTION,caution,0.00509,1.0061,92.71,1
623,0.24,0,72,72,0.0,72.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06924,1.06381,92.7,0
626,0.24,0,212,212,0.0,212.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.18214,1.17671,92.57,1
625,0.24,0,224,224,0.0,224.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.13597,1.13054,92.54,1
710,0.208,0,245,245,80.0,3.0625,T17,Branch_701-708,CAUTION,caution,0.00947,1.00668,92.63,1
6201,0.24,0,237,237,0.0,237.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.0074,1.00689,92.45,1
7643,0.24,0,214,214,0.0,214.0,T14,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.0262,1.00828,117.6,1
7691,0.24,6,200,206,0.0,206.0,T22,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.02968,1.00838,112.27,1
6221,0.24,0,178,178,0.0,178.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.11085,1.10542,92.58,1
715,0.208,0,180,180,0.0,180.0,-,Branch_701-708,SAFE,none,0.00426,1.00642,92.66,0
7483,0.24,14,112,126,0.0,126.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.01097,1.00694,92.41,1
633,0.24,0,147,147,0.0,147.0,T4,LV_secondary_T2_T4,CONSTRAINED,voltage_rise,0.0674,1.0067,92.43,1
7393,0.24,0,201,201,0.0,201.0,T6,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.0166,1.00744,107.22,1
633,0.24,10,13,23,0.0,23.0,T4,LV_secondary_T2_T4,SAFE,none,0.00633,1.0056,92.71,0
7693,0.24,0,164,164,0.0,164.0,T22,LV_secondary_T2_T4,CAUTION,caution,0.02471,1.00781,92.32,1
6221,0.24,0,18,18,0.0,18.0,T2,LV_secondary_T2_T4,SAFE,none,0.01245,1.00702,92.78,0
721,0.24,5,68,73,0.0,73.0,-,Main_720-734,SAFE,none,0.02415,1.02055,92.69,0
748,0.24,0,62,62,76.88,0.8064516129032259,T8,Main_735-750,SAFE,none,0.0062,1.00616,92.49,0
7643,0.24,4,249,253,0.0,253.0,T14,LV_secondary_T2_T4,CONSTRAINED,transformer_loading,0.03013,1.00875,143.69,1
6251,0.24,0,146,146,0.0,146.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.09265,1.08722,92.61,1
7483,0.24,0,144,144,0.0,144.0,T8,LV_secondary_T2_T4,CAUTION,caution,0.0141,1.00715,92.39,1
740,0.24,0,220,220,75.0,2.933333333333333,T5,Main_735-750,CAUTION,caution,0.01808,1.00766,99.42,1
7392,0.24,0,7,7,0.0,7.0,T6,LV_secondary_T2_T4,SAFE,none,0.0006,1.00544,92.77,0
724,0.24,0,182,182,0.0,182.0,-,Main_720-734,CONSTRAINED,voltage,0.06217,1.05674,92.55,1
743,0.24,0,173,173,240.0,0.7208333333333333,T7,Main_735-750,SAFE,none,0.01192,1.00744,92.36,0
7392,0.24,0,56,56,0.0,56.0,T6,LV_secondary_T2_T4,CAUTION,caution,0.00478,1.00598,92.57,1
728,0.24,3,50,53,38.0,1.394736842105263,T3,Main_720-734,CAUTION,caution,0.00975,1.00582,92.66,1
7482,0.24,0,33,33,0.0,33.0,T8,LV_secondary_T2_T4,SAFE,none,0.00332,1.00579,92.64,0
633,0.24,0,20,20,0.0,20.0,T4,LV_secondary_T2_T4,SAFE,none,0.00982,1.00557,92.73,0
759,0.24,0,215,215,35.0,6.142857142857143,T12,Branch_752-765,CONSTRAINED,transformer_loading,0.02542,1.00825,125.38,1
733,0.24,8,188,196,0.0,196.0,-,Main_720-734,CONSTRAINED,voltage_rise,0.08384,1.00707,102.96,1
633,0.24,12,16,28,0.0,28.0,T4,LV_secondary_T2_T4,SAFE,none,0.00776,1.00565,92.7,0
6211,0.24,0,202,202,0.0,202.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.06851,1.06308,92.53,1
732,0.24,0,189,189,25.4,7.440944881889764,T4,Main_720-734,CONSTRAINED,transformer_loading,0.0137,1.00717,106.22,1
739,0.24,0,128,128,41.1,3.114355231143552,T6,Main_735-750,CAUTION,caution,0.01075,1.00673,92.43,1
7641,0.24,0,163,163,0.0,163.0,T14,LV_secondary_T2_T4,CAUTION,caution,0.02023,1.00764,92.34,1
6201,0.24,10,130,140,0.0,140.0,T2,LV_secondary_T2_T4,CAUTION,caution,0.00411,1.0063,92.59,1
759,0.24,4,45,49,35.0,1.4,T12,Branch_752-765,CAUTION,caution,0.00556,1.00607,92.53,1
6332,0.24,0,59,59,0.0,59.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.02832,1.00595,92.58,1
623,0.24,6,219,225,0.0,225.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.18541,1.18615,92.56,1
6211,0.24,0,229,229,0.0,229.0,T2,LV_secondary_T2_T4,CONSTRAINED,voltage,0.07694,1.07151,92.5,1
632,0.24,9,114,123,0.0,123.0,T4,LV_secondary_T2_T4,CAUTION,caution,0.00838,1.00658,92.44,1
